[0, 65536, 0, 0, 0, 6]
[0, 10846313, 10780777, 1, 0, 6]
[0, 4793216, 4793216, 1, 0, 6]
[0, 14905164, 14905164, 1, 0, 6]
[0, 10704826, 10639290, 1, 0, 6]
[0, 3761996, 3696460, 1, 0, 6]
[0, 3625188, 3625188, 1, 0, 6]
[0, 11526327, 11526327, 1, 0, 6]
[0, 13588568, 13588568, 1, 0, 6]
[0, 6377635, 6312099, 1, 0, 6]
[0, 10431282, 10365746, 1, 0, 6]
[0, 8379836, 8314300, 1, 0, 6]
[0, 3103164, 3103164, 1, 0, 6]
[0, 8225000, 8225000, 1, 0, 6]
[0, 9123829, 9058293, 1, 0, 6]
[0, 4175173, 4109637, 1, 0, 6]
[0, 15542143, 15476607, 1, 0, 6]
[0, 14911081, 14911081, 1, 0, 6]
[0, 9931712, 9931712, 1, 0, 6]
[0, 2821582, 2756046, 1, 0, 6]
[0, 11610662, 11545126, 1, 0, 6]
[0, 8364197, 8298661, 1, 0, 6]
[0, 4712498, 4646962, 1, 0, 6]
[0, 10576777, 10511241, 1, 0, 6]
[0, 6904127, 6838591, 1, 0, 6]
[0, 5848735, 5783199, 1, 0, 6]
[0, 5471628, 5406092, 1, 0, 6]
[0, 1689192, 1623656, 1, 0, 6]
[0, 13188927, 13123391, 1, 0, 6]
[0, 13205493, 13139957, 1, 0, 6]
[0, 4051255, 4051255, 1, 0, 6]
[0, 4678747, 4613211, 1, 0, 6]
[0, 476528, 410992, 1, 0, 6]
[0, 239896, 239896, 1, 0, 6]
[0, 11925288, 11859752, 1, 0, 6]
[0, 8883484, 8817948, 1, 0, 6]
[0, 11392868, 11327332, 1, 0, 6]
[0, 10604056, 10604056, 1, 0, 6]
[0, 9255919, 9190383, 1, 0, 6]
[0, 8624397, 8624397, 1, 0, 6]
[0, 8456583, 8391047, 1, 0, 6]
[0, 5078575, 5078575, 1, 0, 6]
[0, 2602616, 2537080, 1, 0, 6]
[0, 10742969, 10742969, 1, 0, 6]
[0, 15540390, 15540390, 1, 0, 6]
[0, 12125183, 12125183, 1, 0, 6]
[0, 12387369, 12387369, 1, 0, 6]
[0, 9035564, 8970028, 1, 0, 6]
[0, 2981548, 2981548, 1, 0, 6]
[0, 6757791, 6692255, 1, 0, 6]
[0, 8992653, 8927117, 1, 0, 6]
[0, 4403383, 4403383, 1, 0, 6]
[0, 14802948, 14737412, 1, 0, 6]
[0, 10195253, 10195253, 1, 0, 6]
[0, 10191551, 10126015, 1, 0, 6]
[0, 9510566, 9510566, 1, 0, 6]
[0, 11369497, 11303961, 1, 0, 6]
[0, 7162372, 7096836, 1, 0, 6]
[0, 9786451, 9786451, 1, 0, 6]
[0, 11380194, 11380194, 1, 0, 6]
[0, 14005968, 14005968, 1, 0, 6]
[0, 16752635, 16687099, 1, 0, 6]
